City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,yuzhno-kurilsk,44.0306,145.8556,277.55,54,98,10.74,RU,1731464350
294,buenavista de cuellar,18.45,-99.4167,292.05,67,100,1.1,MX,1731464351
295,hotan,37.0997,79.9269,281.85,47,38,0.62,CN,1731464353
296,cabedelo,-6.9811,-34.8339,299.52,78,0,5.55,BR,1731464354
297,saint-jean-de-monts,46.7833,-2.0667,281.11,88,30,9.13,FR,1731464355
298,brejo,-3.6844,-42.7503,295.82,83,8,1.94,BR,1731464357
299,bodaybo,57.8506,114.1933,263.3,94,100,2.12,RU,1731464358
300,cedeira,43.6797,-8.0209,284.61,72,76,12.2,ES,1731464359
301,port alfred,-33.5906,26.891,288.81,87,89,2.24,ZA,1731464361
302,ugoofaaru,5.6667,73.0,301.53,71,29,3.87,MV,1731464362
303,wuhai,39.6647,106.8122,281.16,56,100,0.13,CN,1731464363
304,vadso,70.0744,29.7487,277.41,78,100,10.31,NO,1731464364
305,san carlos del zulia,9.0,-71.9135,297.66,88,100,1.26,VE,1731464366
306,corner brook,48.9667,-57.9484,278.95,98,100,1.56,CA,1731464367
307,menongue,-14.6585,17.691,290.26,92,100,1.51,AO,1731464368
308,utrik,11.2278,169.8474,301.67,68,1,6.72,MH,1731464370
309,vondrozo,-22.8167,47.2833,292.17,99,45,0.12,MG,1731464371
310,thompson,55.7435,-97.8558,278.24,75,100,4.63,CA,1731464372
311,san juan bautista,-14.0108,-75.7358,290.91,78,0,1.99,PE,1731464373
312,kununurra,-15.7667,128.7333,305.14,62,100,4.63,AU,1731464375
313,ain sefra,32.75,-0.5833,284.86,59,97,2.53,DZ,1731464376
314,prainha,-1.8,-53.48,299.66,67,0,1.61,BR,1731464378
315,phan rang-thap cham,11.5667,108.9833,301.23,74,100,1.36,VN,1731464379
316,igarka,67.4667,86.5833,250.76,98,98,1.93,RU,1731464380
317,castillos,-34.1667,-53.8333,282.3,79,7,2.18,UY,1731464383
318,sao tome,0.3365,6.7273,299.49,84,72,3.14,ST,1731464384
319,bosaso,11.2842,49.1816,297.69,78,1,2.27,SO,1731464385
320,zaragoza,41.6561,-0.8773,282.05,57,99,1.34,ES,1731464386
321,oum hadjer,13.2954,19.6966,298.04,22,2,3.82,TD,1731464388
322,rosarito,32.3333,-117.0333,287.66,71,5,4.44,MX,1731464390
323,kruisfontein,-34.0033,24.7314,287.92,76,22,6.53,ZA,1731464392
324,khromtau,50.2503,58.4347,267.18,91,88,8.51,KZ,1731464393
325,horazdovice,49.3207,13.701,273.37,64,7,0.33,CZ,1731464394
326,baukau,51.5526,7.2042,279.35,96,100,1.15,DE,1731464395
327,mysen,59.5535,11.3258,276.65,98,100,0.45,NO,1731464397
328,jaru,-10.4389,-62.4664,296.14,97,100,3.95,BR,1731464398
329,genhe,50.7833,121.5167,269.7,61,55,1.09,CN,1731464399
330,chimore,-16.9833,-65.1333,295.0,84,100,1.39,BO,1731464400
331,karlovo,42.6333,24.8,279.44,93,100,0.53,BG,1731464402
332,isangel,-19.55,169.2667,303.21,66,20,5.14,VU,1731464403
333,kalat,29.0225,66.5916,280.21,24,3,0.87,PK,1731464404
334,novo aripuana,-5.1206,-60.3797,301.81,53,26,1.25,BR,1731464406
335,hovd,48.0056,91.6419,270.55,23,20,1.92,MN,1731464407
336,mahdia,35.5047,11.0622,290.07,70,26,2.73,TN,1731464408
337,san-pedro,4.7485,-6.6363,297.84,89,74,0.68,CI,1731464409
338,hasaki,35.7333,140.8333,291.44,58,0,9.95,JP,1731464411
339,norfolk,42.1668,-71.2495,277.6,54,0,0.89,US,1731464412
340,fort mcmurray,56.7268,-111.381,269.92,80,100,4.12,CA,1731464413
341,bandipura,34.4167,74.65,281.16,49,92,2.48,IN,1731464415
342,pijijiapan,15.7011,-93.23,297.08,93,100,1.85,MX,1731464416
343,dryden,49.7833,-92.7503,277.31,60,40,7.72,CA,1731464417
344,arenapolis,-14.4503,-56.8461,295.74,97,100,0.98,BR,1731464418
345,sinabang,2.4803,96.3801,301.22,78,91,1.22,ID,1731464420
346,ca mau,9.1769,105.15,302.89,70,6,0.26,VN,1731464421
347,abergavenny,51.821,-3.0174,280.42,95,100,2.54,GB,1731464422
348,svatove,49.4103,38.1503,271.72,86,56,2.24,UA,1731464424
349,south grafton,-29.7,152.95,301.74,48,42,1.48,AU,1731464425
350,timbuktu,16.7735,-3.0074,297.87,17,65,4.0,ML,1731464426
351,callao,-12.0667,-77.15,292.44,77,75,5.14,PE,1731464427
352,mount isa,-20.7333,139.5,313.02,16,23,3.09,AU,1731464429
353,ust'-ilimsk,58.0006,102.6619,262.86,87,100,4.22,RU,1731464430
354,tisul',55.7611,88.3122,263.2,71,100,5.38,RU,1731464431
355,al burayqah,30.4062,19.5739,292.69,42,70,5.72,LY,1731464432
356,odessa,46.4775,30.7326,280.57,69,100,3.47,UA,1731464148
357,chingirlau,51.095,54.0814,269.5,89,36,4.29,KZ,1731464435
358,bubaque,11.2833,-15.8333,302.03,61,100,3.57,GW,1731464436
359,ivdel',60.6911,60.4206,258.37,99,75,0.42,RU,1731464437
360,caleta de carquin,-11.0925,-77.6267,291.61,82,98,3.14,PE,1731464439
361,haiku-pauwela,20.9219,-156.3051,299.35,76,7,11.62,US,1731464440
362,bambari,5.768,20.6757,295.44,87,40,0.79,CF,1731464441
363,taki,22.5861,88.9214,297.29,61,1,2.77,IN,1731464443
364,susuman,62.7833,148.1667,250.84,96,100,1.14,RU,1731464444
365,bom jesus,-9.0744,-44.3586,295.76,85,39,0.92,BR,1731464445
366,mermoz boabab,14.7065,-17.4758,299.7,69,47,6.33,SN,1731464446
367,usinsk,65.9939,57.5281,260.3,87,100,4.24,RU,1731464448
368,altai,46.3722,96.2583,269.33,63,15,10.9,MN,1731464449
369,kingston,17.997,-76.7936,299.68,89,75,4.12,JM,1731464450
370,rio grande,-32.035,-52.0986,288.2,65,28,1.05,BR,1731464451
371,alofi,-19.0595,-169.9187,300.09,69,75,6.69,NU,1731464453
372,tansen,27.8673,83.5467,287.38,77,11,1.54,NP,1731464454
373,papao,-17.75,-149.55,301.97,74,32,8.29,PF,1731464455
374,jequitinhonha,-16.4339,-41.0033,294.4,93,10,1.32,BR,1731464457
375,vorgashor,67.5833,63.95,245.87,100,95,1.33,RU,1731464458
376,grafton,42.207,-71.6856,276.66,56,0,1.34,US,1731464459
377,san fernando,15.0286,120.6898,304.0,71,39,1.6,PH,1731464460
378,santo augusto,-27.8508,-53.7772,285.97,64,51,2.68,BR,1731464462
379,maues,-3.3836,-57.7186,301.41,59,43,1.42,BR,1731464463
380,santa eularia des riu,38.9846,1.5341,288.16,83,75,8.23,ES,1731464464
381,masterton,-40.9597,175.6575,295.14,45,70,2.12,NZ,1731464466
382,lebanon,36.2081,-86.2911,284.51,80,0,0.45,US,1731464467
383,greenville,35.6127,-77.3663,284.89,69,0,0.89,US,1731464348
384,labytnangi,66.6572,66.4183,250.74,91,67,2.15,RU,1731464469
385,cururupu,-1.8283,-44.8683,296.18,92,75,0.7,BR,1731464471
386,ola,59.5833,151.2833,260.26,69,97,5.42,RU,1731464473
387,tutayev,57.8853,39.5406,273.6,92,100,3.15,RU,1731464475
388,harstad,68.799,16.5293,282.68,95,100,12.96,NO,1731464476
389,kayangel,8.0823,134.7173,301.78,72,86,1.5,PW,1731464477
390,ciudad lazaro cardenas,17.9583,-102.2,299.4,79,99,1.79,MX,1731464480
391,arica,-18.475,-70.3042,292.28,72,100,3.6,CL,1731464438
392,karratha,-20.7377,116.8463,308.92,21,17,5.28,AU,1731464482
393,ta`u,-14.2336,-169.5144,300.58,81,41,8.82,AS,1731464484
394,youhao,47.8667,128.8333,272.63,56,67,1.4,CN,1731464485
395,bonthe,7.5264,-12.505,299.12,83,100,1.67,SL,1731464486
396,wanxian,30.8039,108.3897,292.26,81,86,2.16,CN,1731464487
397,agat village,13.3886,144.6585,302.67,83,0,9.77,GU,1731464489
398,sabang,5.8933,95.3214,301.1,75,100,1.42,ID,1731464490
399,cabo san lucas,22.8909,-109.9124,298.01,71,40,4.12,MX,1731464337
400,erdenet,49.0333,104.0833,272.18,44,54,2.31,MN,1731464494
401,egilsstadir,65.2653,-14.3948,281.1,46,75,11.83,IS,1731464495
402,as sulayyil,20.4607,45.5779,291.98,33,0,1.82,SA,1731464496
403,san patricio,28.017,-97.5169,295.12,64,0,3.36,US,1731464498
404,labrador city,52.9463,-66.9114,262.1,85,20,3.09,CA,1731464500
405,manjeshvar,12.7,74.8833,298.81,76,100,2.06,IN,1731464502
406,sarigol,38.2395,28.6966,284.49,51,100,0.52,TR,1731464503
407,linqiong,30.4159,103.4609,288.72,91,100,0.33,CN,1731464509
408,nar'yan-mar,67.6713,53.087,266.4,95,100,4.47,RU,1731464510
409,renfrew,55.872,-4.3925,281.79,96,100,3.6,GB,1731464511
410,qaqortoq,60.7167,-46.0333,272.5,90,100,7.95,GL,1731464514
411,daru,-9.0763,143.2092,302.18,76,69,5.36,PG,1731464515
412,guiuan,11.0333,125.7247,301.23,78,100,4.52,PH,1731464517
413,khilok,51.3674,110.4676,267.74,88,92,4.67,RU,1731464518
414,barauli,26.4,84.5833,295.98,54,0,1.26,IN,1731464519
415,monrovia,6.3005,-10.7969,298.53,88,100,3.64,LR,1731464521
416,acapulco de juarez,16.8634,-99.8901,302.05,84,40,1.54,MX,1731464504
417,usakos,-22.0,15.6,292.99,33,0,0.23,NA,1731464523
418,rock springs,41.5875,-109.2029,273.18,78,0,11.62,US,1731464524
419,port lincoln,-34.7333,135.8667,292.32,60,5,6.98,AU,1731464526
420,kiunga,-6.1219,141.2906,301.96,79,97,0.77,PG,1731464530
421,leticia,-4.2153,-69.9406,298.18,100,40,1.79,CO,1731464531
422,newcastle,-32.9272,151.7765,296.88,78,75,3.09,AU,1731464532
423,zaozersk,69.4005,32.4476,274.24,93,100,7.96,RU,1731464533
424,maymana,35.9214,64.7836,282.37,78,99,1.33,AF,1731464535
425,novodvinsk,64.4165,40.8122,273.01,87,100,3.09,RU,1731464536
426,choibalsan,48.0667,114.5,274.14,52,52,5.1,MN,1731464537
427,rikaze,29.25,88.8833,275.18,28,0,1.27,CN,1731464538
428,dakhla,23.6848,-15.958,292.54,87,0,7.95,EH,1731464540
429,mtimbira,-8.7833,36.35,296.61,82,42,0.78,TZ,1731464541
430,bayganin,48.6947,55.8742,270.14,56,8,4.17,KZ,1731464542
431,mossel bay,-34.1831,22.146,289.11,77,100,4.81,ZA,1731464544
432,long beach,33.767,-118.1892,290.29,62,40,1.79,US,1731464270
433,mata-utu,-13.2816,-176.1745,301.44,71,96,6.99,WF,1731464546
434,debre tabor,11.85,38.0167,284.68,81,69,0.62,ET,1731464547
435,urucara,-2.5364,-57.76,301.35,59,57,1.63,BR,1731464549
436,magadan,59.5667,150.8,260.11,69,100,4.38,RU,1731464550
437,caycuma,41.4264,32.0756,281.75,90,97,1.5,TR,1731464551
438,borogontsy,62.6683,131.1683,251.98,96,79,2.57,RU,1731464552
439,rayachoti,14.05,78.75,296.17,92,94,1.08,IN,1731464554
440,carloforte,39.145,8.3058,288.79,76,6,3.0,IT,1731464556
441,traun,48.2266,14.2346,275.28,87,100,0.51,AT,1731464557
442,arkhangel'sk,64.5401,40.5433,273.21,93,100,4.0,RU,1731464559
443,puerto aysen,-45.4,-72.7,282.94,100,100,2.52,CL,1731464562
444,adjumani,3.3779,31.7909,292.74,93,96,0.28,UG,1731464563
445,gebeit,21.0667,36.3167,292.81,73,2,2.23,SD,1731464564
446,nizao,18.25,-70.2,299.18,82,100,0.5,DO,1731464565
447,aral,40.5156,81.2636,281.26,55,100,2.28,CN,1731464567
448,am timan,11.0297,20.2827,296.75,38,0,3.08,TD,1731464568
449,adigrat,14.277,39.462,284.38,79,9,1.94,ET,1731464569
450,machico,32.7,-16.7667,292.5,73,40,6.69,PT,1731464570
451,sisauli,29.4167,77.4667,291.51,42,0,1.93,IN,1731464572
452,ta'izz,13.5,44.0,290.35,62,26,1.86,YE,1731464573
453,vernon,50.2581,-119.2691,281.89,57,42,1.03,CA,1731464574
454,katabu,-4.9333,122.5167,305.29,52,10,2.07,ID,1731464576
455,shigony,53.3875,48.6777,272.39,83,100,3.87,RU,1731464577
456,bardai,11.65,7.2333,293.92,33,4,3.72,NG,1731464578
457,nova vicosa,-17.8919,-39.3719,298.02,87,3,5.99,BR,1731464579
458,natitingou,10.3042,1.3796,296.11,39,75,1.63,BJ,1731464581
459,inhambane,-23.865,35.3833,295.96,91,30,1.17,MZ,1731464582
460,manokwari,-0.8667,134.0833,301.94,70,40,2.64,ID,1731464583
461,ust'-kut,56.7938,105.7672,261.62,87,41,1.68,RU,1731464585
462,chervyen',53.7059,28.4313,272.22,94,100,1.65,BY,1731464586
463,nuku'alofa,-21.1333,-175.2,298.34,94,75,5.66,TO,1731464483
464,oranjemund,-28.55,16.4333,287.02,90,2,8.55,NA,1731464588
465,nieuw nickerie,5.95,-56.9833,300.83,79,100,6.42,SR,1731464590
466,coahuayana de hidalgo,18.7,-103.6583,298.22,89,100,0.31,MX,1731464591
467,okeho,8.0333,3.35,295.65,72,88,1.17,NG,1731464592
468,booue,-0.0921,11.9385,295.96,97,39,0.25,GA,1731464593
469,kabrai,25.4167,80.0167,295.36,47,0,1.8,IN,1731464595
470,itoman,26.1247,127.6694,300.58,83,75,5.66,JP,1731464596
471,wicklow,53.0,-6.4167,274.84,87,8,1.19,IE,1731464597
472,al kharijah,25.4514,30.5464,289.11,67,0,3.4,EG,1731464599
473,chonchi,-42.6128,-73.8092,284.88,96,65,1.04,CL,1731464600
474,igrim,63.1906,64.4162,253.37,98,11,1.03,RU,1731464601
475,noumea,-22.2763,166.4572,304.26,99,65,0.32,NC,1731464602
476,hawera,-39.5917,174.2833,290.53,62,100,3.97,NZ,1731464604
477,ulsteinvik,62.3432,5.8487,285.79,84,100,5.81,NO,1731464605
478,yung shue wan,22.2333,114.1167,298.07,85,100,3.73,HK,1731464606
479,nkhotakota,-12.9274,34.2961,299.93,61,69,2.64,MW,1731464607
480,culiacan,24.7994,-107.3897,296.97,50,75,2.06,MX,1731464609
481,namibe,-15.1961,12.1522,295.71,68,100,3.93,AO,1731464610
482,onguday,50.75,86.15,260.41,72,91,1.18,RU,1731464611
483,rumbek,6.802,29.6912,296.29,81,70,1.6,SS,1731464612
484,lobujya,27.95,86.8167,263.69,26,0,1.28,NP,1731464614
485,nyala,12.05,24.8833,295.83,20,0,6.61,SD,1731464615
486,nemuro,43.3236,145.575,278.11,54,67,11.52,JP,1731464616
487,arkhara,49.4212,130.0842,270.58,60,85,2.55,RU,1731464617
488,bastia,42.6667,9.3333,286.09,81,75,3.09,FR,1731464619
489,gantang,26.92,119.6333,293.9,75,100,0.27,CN,1731464620
490,banda aceh,5.5577,95.3222,301.19,70,100,1.71,ID,1731464623
491,melekhovo,56.2773,41.2935,272.71,88,100,2.9,RU,1731464624
492,el tigre,8.8875,-64.2454,298.04,76,100,4.29,VE,1731464625
493,totness,5.8833,-56.3167,298.98,88,100,5.49,SR,1731464626
494,muynoq,43.7683,59.0214,275.83,56,10,4.9,UZ,1731464628
495,aytos,42.7,27.25,280.83,88,100,3.43,BG,1731464629
496,andreapol',56.6513,32.2664,273.59,85,99,1.69,RU,1731464630
497,inari,68.906,27.0288,275.01,74,97,6.5,FI,1731464631
498,coyhaique,-45.5752,-72.0662,280.89,99,88,4.17,CL,1731464633
499,chiguayante,-36.9167,-73.0167,284.44,82,0,5.14,CL,1731464635
500,tooele,40.5308,-112.2983,274.99,67,39,1.75,US,1731464636
501,nelson bay,-32.7167,152.15,293.79,76,51,4.05,AU,1731464638
502,labuan,5.2767,115.2417,300.35,94,20,1.03,MY,1731464639
503,laojunmiao,39.8333,97.7333,277.89,49,1,2.6,CN,1731464640
504,pangkalpinang,-2.1333,106.1333,304.41,59,99,0.65,ID,1731464642
505,moline,41.5067,-90.5151,278.5,82,0,6.69,US,1731464643
506,waddan,29.1614,16.139,292.23,29,100,3.85,LY,1731464644
507,semera,11.501,41.201,295.21,63,26,3.73,ET,1731464645
508,geraldton,-28.7667,114.6,302.38,34,100,5.66,AU,1731464647
509,seka,17.9285,103.9552,299.15,65,18,1.68,TH,1731464648
510,kabala,9.5833,-11.55,294.62,76,100,1.11,SL,1731464649
511,varallo,45.8139,8.259,277.72,88,94,2.45,IT,1731464650
512,crucecita,-28.95,-58.9833,289.05,35,0,1.78,AR,1731464652
513,zarghun shahr,32.8473,68.4457,276.2,38,48,1.85,AF,1731464653
514,kotlas,61.2611,46.6556,268.7,97,58,1.75,RU,1731464654
515,riohacha,11.5444,-72.9072,298.1,87,100,1.09,CO,1731464655
516,kupang,-10.1667,123.5833,308.47,46,20,5.14,ID,1731464657
517,someshwar,13.5,75.0667,298.58,78,100,1.28,IN,1731464658
518,santiago de cao,-7.9589,-79.2392,290.22,88,100,3.09,PE,1731464659
519,lebu,-37.6167,-73.65,285.28,84,0,8.88,CL,1731464660
520,faya-largeau,17.9257,19.1043,294.09,25,0,6.69,TD,1731464662
521,bronnitsy,55.4194,38.2708,274.09,86,75,4.0,RU,1731464663
522,tanout,14.9709,8.8879,296.02,21,0,4.6,NE,1731464664
523,gambiran satu,-8.3939,114.1464,303.32,66,55,2.78,ID,1731464666
524,cristesti,46.5,24.4833,276.09,93,100,1.03,RO,1731464667
525,nieuw amsterdam,5.8833,-55.0833,298.57,88,39,4.17,SR,1731464668
526,anna regina,7.2644,-58.5077,300.48,75,100,4.25,GY,1731464669
527,patterson,37.4716,-121.1297,285.12,80,41,1.54,US,1731464671
528,deqen,29.9618,90.7188,272.48,29,0,0.52,CN,1731464672
529,vila velha,-20.3297,-40.2925,299.12,83,0,5.14,BR,1731464673
530,pitanga,-24.7572,-51.7614,286.17,81,100,2.39,BR,1731464675
531,ouesso,1.6136,16.0517,295.42,92,91,0.68,CG,1731464677
532,detroit lakes,46.8172,-95.8453,277.09,83,100,8.68,US,1731464678
533,shendi,16.6915,33.4341,299.66,52,0,4.99,SD,1731464680
534,oakham,52.6667,-0.7333,279.24,91,100,2.55,GB,1731464681
535,ceerigaabo,10.6162,47.368,287.98,57,54,3.35,SO,1731464682
536,guadalupe y calvo,26.1,-106.9667,283.05,40,100,1.96,MX,1731464684
537,chum phae,16.5443,102.0992,299.48,69,7,0.59,TH,1731464685
538,iwanai,42.9744,140.5089,278.91,55,20,4.39,JP,1731464686
539,mottola,40.6353,17.0353,286.14,72,0,3.6,IT,1731464687
540,xining,36.6167,101.7667,275.97,85,86,0.63,CN,1731464689
541,guaira,-20.3183,-48.3106,299.0,58,67,1.06,BR,1731464690
542,uludere,37.445,42.8617,280.14,71,4,1.9,TR,1731464692
543,ambagarh chauki,20.7833,80.7167,292.12,70,2,2.25,IN,1731464693
544,remire-montjoly,4.9167,-52.2667,298.17,94,0,0.0,GF,1731464696
545,kenai,60.5544,-151.2583,268.18,80,75,0.0,US,1731464697
546,zouerate,22.7187,-12.4521,293.2,42,0,3.91,MR,1731464698
547,palu,-0.8917,119.8707,305.16,63,29,0.71,ID,1731464700
548,beaufort west,-32.3567,22.583,287.64,70,0,2.92,ZA,1731464701
549,torrington,41.8007,-73.1212,276.9,62,0,5.36,US,1731464702
550,paradip garh,20.3167,86.6167,297.62,71,87,3.96,IN,1731464704
551,vokhtoga,58.8147,41.0461,272.86,97,100,1.95,RU,1731464706
552,gisborne,-38.6533,178.0042,290.78,63,68,6.85,NZ,1731464707
553,cartagena,10.3997,-75.5144,300.94,78,20,7.6,CO,1731464709
554,neiafu,-18.65,-173.9833,300.53,78,75,5.66,TO,1731464710
555,mil'kovo,55.6078,37.7956,274.06,60,96,2.64,RU,1731464711
556,ujae,8.9322,165.7642,301.96,75,42,6.84,MH,1731464713
557,taksimo,56.3444,114.8794,260.2,89,100,0.85,RU,1731464439
558,namsos,64.4662,11.4957,283.1,87,100,5.66,NO,1731464716
559,north battleford,52.7834,-108.2847,273.2,80,0,4.12,CA,1731464718
560,carauari,-4.8828,-66.8958,301.41,59,37,1.0,BR,1731464719
561,amparafaravola,-17.5833,48.2167,291.02,85,42,1.49,MG,1731464720
562,la ronge,55.1001,-105.2842,274.29,75,20,2.06,CA,1731464721
563,tayaman,13.2295,120.5726,301.28,74,12,2.18,PH,1731464723
564,junagadh,21.5167,70.4667,296.41,43,1,2.38,IN,1731464724
565,bodo,67.28,14.405,283.17,94,40,13.38,NO,1731464557
566,shakawe,-18.3667,21.85,295.32,69,66,1.57,BW,1731464727
567,corn island,12.1694,-83.0418,300.73,73,100,3.02,NI,1731464728
568,yen vinh,18.6667,105.6667,298.33,73,35,0.9,VN,1731464729
569,kalevala,65.2,31.1667,273.59,90,100,4.23,RU,1731464730
570,cidreira,-30.1811,-50.2056,289.92,65,66,2.75,BR,1731464732
571,dawson creek,55.7666,-120.2362,267.95,86,100,1.54,CA,1731464733
572,leava,-14.3,-178.1667,301.07,77,100,6.71,WF,1731464734
573,siwa oasis,29.2041,25.5195,290.57,63,99,2.85,EG,1731464735
574,cockburn town,21.4612,-71.1419,301.45,80,98,5.03,TC,1731464737
575,pali,25.7667,73.3333,295.37,35,0,0.96,IN,1731464738
576,mehekar,20.15,76.5667,292.43,63,7,2.58,IN,1731464739
577,wuwei,37.9281,102.6414,279.11,64,93,2.07,CN,1731464741
578,flin flon,54.7682,-101.865,276.21,77,100,3.5,CA,1731464742
579,camacupa,-12.0167,17.4833,289.35,97,96,1.46,AO,1731464743
580,lakhtar,22.85,71.7833,296.95,42,0,2.88,IN,1731464744
581,cromwell,41.5951,-72.6454,278.19,54,0,5.14,US,1731464746
582,nikolayevsk-on-amure,53.1406,140.73,267.54,59,100,2.35,RU,1731464747
583,vanimo,-2.6741,141.3028,303.17,67,46,2.99,PG,1731464748
584,at taj,24.2049,23.2857,287.96,46,0,4.79,LY,1731464749
585,kalsdorf bei graz,46.961,15.4723,275.02,77,100,1.54,AT,1731464752
586,aoulef,26.9667,1.0833,292.89,36,100,1.77,DZ,1731464753
587,nevel',56.0209,29.9284,272.78,78,50,1.48,RU,1731464755
588,uglegorsk,49.0833,142.0333,273.08,45,9,3.97,RU,1731464756
589,tarapur,19.85,72.7,296.77,53,25,4.19,IN,1731464757
